Recommended Package,Dream Outcome,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJhSr2,2025-11-05,Wells Cafe,"Cafe, Store",1,100000,"125, Jalan Timah, 10150 George Town, Pulau Pinang, Malaysia",10150 George Town,,10150.0,http://www.wellscafepg.com/,,,60129219863.0,,60129219863.0,4.5,251.0,$$ (Moderate),OPERATIONAL,ChIJhSr2taLDSjAR48GanLP-u_4,5.4118783,100.3275522,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (251 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ00XP,2025-11-05,JAMALUDDIN BIN MOHAMED DALI,"Bakery, Store",1,80000,"15, Jalan Garuda, Larkin Jaya, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,,,,60177746608.0,,60177746608.0,5.0,1.0,Unknown,OPERATIONAL,ChIJ00XP1Wlt2jERTfZ1gWktPpU,1.4962154,103.7434855,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJH6xP,2025-11-05,Eight Ounce Coffee Co. : The Gardens Mall,"Cafe, Store",1,100000,"F.K06, First Floor, The Gardens Mall, Mid Valley City, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,http://www.eightouncecoffee.co/,,,60376228780.0,,60376228780.0,4.3,336.0,$$ (Moderate),OPERATIONAL,ChIJH6xPw45JzDERW4aaZLn0ITw,3.118468,101.676098,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (336 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJq6qd,2025-11-05,Cakes for Kicks,"Bakery, Store",1,80000,"No 5, Lorong Kurau, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,,,,60122029309.0,,60122029309.0,5.0,2.0,Unknown,OPERATIONAL,ChIJq6qdtZpJzDERjrslKzV1N2E,3.1223888,101.6713083,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJkXw2,2025-11-05,"Penang Island Bird Nest & Resouces ( 燕窝, Bird Nest, Nutmeg, Buah Pala, 豆沙饼)","Bakery, Grocery Or Supermarket, Store",1,80000,"473, Lebuh penang, 10100, George Town, Penang, Georgetown, 10100 George Town, Penang, Malaysia",10100 George Town,Penang,10100.0,https://www.facebook.com/pgbirdnest/,,,60164702337.0,,60164702337.0,5.0,87.0,Unknown,OPERATIONAL,ChIJkXw28JbDSjAR3x_TydNPMT4,5.417288999999999,100.3307043,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (87 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJV-q_,2025-11-05,Ha'ritage by Loong Nam since 1928,"Bakery, Store",1,80000,"7, Jalan Kuala Kangsar, George Town, 10100 George Town, Pulau Pinang, Malaysia",10100 George Town,,10100.0,http://www.haritage.com.my/,,,60182780128.0,,60182780128.0,4.5,24.0,Unknown,OPERATIONAL,ChIJV-q_kKLDSjAR1rWhueTrfqs,5.418006099999999,100.3326719,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (24 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJs27q,2025-11-05,Restoran Sin Paliman,Restaurant,1,80000,"Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,60123717231.0,,60123717231.0,4.0,1.0,Unknown,OPERATIONAL,ChIJs27qdyk2zDERTTA1tBKwNuc,3.144876500000001,101.7112407,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJM8fs,2025-11-05,Meqdiqa Cafe,Cafe,1,80000,"56, Jalan 4/112a, Taman Bukit Angkasa, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,https://business.google.com/manage/?hl=ms&_ga=1.267880205.2064063433.1456366521#/list,,,60172499464.0,,60172499464.0,4.3,3.0,Unknown,OPERATIONAL,ChIJM8fsCClKzDERBSxJJnV94P8,3.1097504,101.6690254,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ0ZVh,2025-11-05,Kedai Kek Mamasab Larkin Sentral Johor Bahru Official & Surprise Bouquet Delivery,"Bakery, Store",1,80000,"Mamasab Larkin Sentral, Terminal Bas, BZ-15, Jalan Garuda, Larkin, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,http://www.wasap.my/60182284237/gbmamasablarkin,,,60182284237.0,,60182284237.0,4.9,38.0,Unknown,OPERATIONAL,ChIJ0ZVhnAZt2jERgQCDqatgN5M,1.496719,103.7430747,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (38 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJkRYm,2025-11-05,Heart Sanctuary,Cafe,1,80000,"17-3, Jln Klang Lama, Pusat Dagangan 3rd Mile Square, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",58100 Kuala Lumpur,Kuala Lumpur,58100.0,https://heartsanctuary.center/,,,60177512768.0,,60177512768.0,4.6,15.0,Unknown,OPERATIONAL,ChIJkRYmjCRKzDERpwIFyo19x3w,3.1044912,101.6773701,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (15 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJt2wl,2025-11-05,仰光道凉茶,Cafe,1,80000,"Jalan Rangoon, Penang, 10400 Georgetown, Pulau Pinang, Malaysia",10400 Georgetown,Penang,10400.0,https://www.facebook.com/Rangoon.Road.Herbal.Tea/?hc_ref=SEARCH&fref=nf,,,60124262323.0,,60124262323.0,4.3,46.0,Unknown,OPERATIONAL,ChIJt2wlNr3DSjARvqb4VaG6B74,5.419817800000001,100.3258697,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (46 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJvzy_,2025-11-05,Alley Catz Café,"Cafe, Meal Takeaway, Restaurant",1,80000,"92, Church St, Georgetown, 10200 George Town, Penang, Malaysia",10200 George Town,Penang,10200.0,,,,6042615013.0,,6042615013.0,4.6,39.0,Unknown,CLOSED_TEMPORARILY,ChIJvzy_deDCSjAReAK8YXRAmwQ,5.4191487,100.3397465,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (39 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJpyrw,2025-11-05,Ben's Bake Shop Publika,"Bakery, Store",1,80000,"65, G2 St, Solaris Dutamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://thebiggroup.co/bens-bake-shop,,,60123248447.0,,60123248447.0,4.2,121.0,Unknown,OPERATIONAL,ChIJpyrwCV5IzDERVc-G4pdAO2c,3.170884999999999,101.6647823,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (121 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJU-kE,2025-11-05,LightBulb Supper,Cafe,1,100000,"57, Jalan Zainul Abidin, 10400 George Town, Pulau Pinang, Malaysia",10400 George Town,,10400.0,https://www.facebook.com/thelightbulb.my,,,60164219721.0,,60164219721.0,4.3,258.0,$$ (Moderate),OPERATIONAL,ChIJU-kEmb3DSjARX6MPiBeiJlQ,5.416414999999999,100.3254251,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (258 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ5RYo,2025-11-05,mamasab tampoi,"Bakery, Store",1,80000,"Sri Impian Apartment, Taman Larkin Perdana, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,https://mamasabbakerybynawal.mamasab.biz/,,,60144009973.0,,60144009973.0,5.0,3.0,Unknown,CLOSED_TEMPORARILY,ChIJ5RYoUldt2jERQ8cx5ohasVs,1.5007223,103.7477884,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJefY1,2025-11-05,United Voice,"Cafe, Bakery, Store",1,80000,"603, Jalan 17/12, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",46400 Petaling Jaya,Selangor,46400.0,http://www.unitedvoice.com.my/,,,60379540701.0,,60379540701.0,4.6,22.0,Unknown,OPERATIONAL,ChIJefY11EJJzDERZr4mTPmK9KU,3.122767099999999,101.6356006,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (22 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJff9H,2025-11-05,Rainforest Bakery,"Bakery, Store",1,80000,"300, Lbh Chulia, George Town, 10200 George Town, Pulau Pinang, Malaysia",10200 George Town,,10200.0,https://instagram.com/rainforest.bakery,,,6042614641.0,,6042614641.0,4.3,433.0,Unknown,OPERATIONAL,ChIJff9HTpDDSjAROWC9DCJRzjE,5.418300900000002,100.3365489,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (433 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJc7si,2025-11-05,Kraezy Coffee Larkin,Cafe,1,80000,"8, Jln Geroda 2/1, Larkin Jaya, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,http://kraezycoffee.com.my/,,,60127033865.0,,60127033865.0,4.1,189.0,Unknown,OPERATIONAL,ChIJc7sisZtt2jERCE5R8S_sHBU,1.4940608,103.7410165,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (189 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJCTNK,2025-11-05,Makii Makii - 1 Utama,"Meal Takeaway, Restaurant",1,80000,"F223B, First Floor, 1 Utama Shopping Centre, Central Park Avenue, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",47800 Petaling Jaya,Selangor,47800.0,https://www.1utama.com.my/mall-shop/makii-makii-f223b/,,,60174614367.0,,60174614367.0,4.5,19.0,Unknown,OPERATIONAL,ChIJCTNKNgBJzDERfJVLqfoZ8YI,3.1491137,101.6166412,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (19 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJIfeA,2025-11-05,Papa Chicken,"Meal Takeaway, Restaurant",1,80000,"Near, 113, Jalan Kepayang, Taman City, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,,,,601172561970.0,,601172561970.0,5.0,2.0,Unknown,OPERATIONAL,ChIJIfeAVQBTzDERJHLIvMbNZ_8,3.197025,101.669721,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ87wv,2025-11-05,JH BBQ Restaurant,"Meal Takeaway, Restaurant",1,80000,"99, Lebuh Noordin, 10300 George Town, Pulau Pinang, Malaysia",10300 George Town,,10300.0,,,,60165885757.0,,60165885757.0,4.0,64.0,Unknown,OPERATIONAL,ChIJ87wvA67DSjARs_dw30YmKjQ,5.4121855,100.3303588,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (64 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJq0Vk,2025-11-05,Family,"Meal Takeaway, Restaurant",1,80000,"Rasta, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,https://instagram.com/roadside_pizza_ttdi?igshid=NzZhOTFlYzFmZQ==,,,60129807014.0,,60129807014.0,4.3,40.0,Unknown,OPERATIONAL,ChIJq0VkDoBJzDERcQCf_EuLXkU,3.158743100000001,101.6264016,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (40 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ2VdM,2025-11-05,ORTO DAWGS @ RASTA TTDI,"Meal Takeaway, Restaurant",1,80000,"Rasta TTDI, Lot 3053, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,https://www.instagram.com/ortodawgs/?hl=en,,,601119202524.0,,601119202524.0,5.0,3.0,Unknown,OPERATIONAL,ChIJ2VdM3QhJzDERCPFX037Ly6A,3.1589008,101.6266506,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJzUS_,2025-11-05,Five Guys Damansara,"Meal Takeaway, Restaurant",1,80000,"Pavilion Damansara Height, Jalan Beringin, Damansara Town Centre, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,https://www.fiveguys.my/?y_source=1_MTA0NDgxMzYzNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,,60348176125.0,,60348176125.0,4.1,138.0,Unknown,OPERATIONAL,ChIJzUS_EExJzDERres1dGeoHbA,3.147445900000001,101.6628024,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (138 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJMR6h,2025-11-05,Ben's General Food Store Plaza Batai,"Restaurant, Meal Takeaway",1,80000,"Lot 6-7, Ground Floor, Plaza Batai, Jalan Batai, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,https://thebiggroup.co/bens-general-food-store/,,,60320939968.0,,60320939968.0,4.1,108.0,Unknown,OPERATIONAL,ChIJMR6hYldJzDERlFAhIR0jh7s,3.1494151,101.6616796,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (108 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ9-TX,2025-11-05,Otoba,"Meal Takeaway, Restaurant, Bar",1,80000,"E-2-03, Block E, The Five KPD, Jalan Dungun, Bukit Damansara, 50480 KL, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 KL,Kuala Lumpur,50480.0,https://www.instagram.com/otobaizakaya/,,,60123886031.0,,60123886031.0,4.4,62.0,Unknown,OPERATIONAL,ChIJ9-TXaX5JzDERzoC63IKPvg8,3.1510188,101.6645017,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (62 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJgz77,2025-11-05,Starbucks,"Cafe, Store",1,100000,"Ground Floor, Menara TA One, 22, Jalan P. Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,http://starbucks.com.my/,,,60323866161.0,,60323866161.0,4.0,248.0,$$ (Moderate),OPERATIONAL,ChIJgz77YtY3zDERrPGx5taydCw,3.1566461,101.7097274,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (248 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJw4Lu,2025-11-05,Kuala Lumpur Sentral by Avenue Business Center,Restaurant,1,80000,"1B-15, Plaza Sentral, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.avenuebizc.com/,,,60374935108.0,,60374935108.0,4.0,14.0,Unknown,OPERATIONAL,ChIJw4LuBsBJzDERADjUgHFLBqk,3.132515199999999,101.6843327,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (14 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJB_-s,2025-11-05,AJ Fried Chicken Sri Sinar,"Meal Takeaway, Cafe, Restaurant",1,80000,"Jalan 8/38a, Taman Sri Sinar, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,http://facebook.com/AJFriedChicken,,,60194343009.0,,60194343009.0,4.7,15.0,Unknown,OPERATIONAL,ChIJB_-s4i9JzDERYmCgTUXJx-Q,3.1871215,101.6502012,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (15 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ45D2,2025-11-05,The Food Yard,"Restaurant, Cafe",1,80000,"Wisma Mca, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://www.thefoodyard.com/,,,60162799230.0,,60162799230.0,4.4,5.0,Unknown,OPERATIONAL,ChIJ45D2a9A3zDERiGvBSagYF0c,3.1601236,101.7165002,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (5 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJu_fB,2025-11-05,Domino's Dang Wangi,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"22, Jalan Dang Wangi, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50100 Kuala Lumpur,Kuala Lumpur,50100.0,https://www.dominos.com.my/store/wpersekutuan-dang-wangi-85147,,,601300888333.0,,601300888333.0,3.1,709.0,$$ (Moderate),OPERATIONAL,ChIJu_fBGixIzDERoGR7_8ZC4NM,3.1557963,101.7003535,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.1/5 (709 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ5e6w,2025-11-05,Don Sempoi by Mamacita,"Restaurant, Meal Takeaway",1,100000,"Block D1-G4-3A, 1, Jalan Dutamas, 1, Jalan Solaris, Solaris Dutamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,,,,60175778851.0,,60175778851.0,4.4,253.0,$$ (Moderate),OPERATIONAL,ChIJ5e6wBV5IzDERkDje1cOXh18,3.1718996,101.664362,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (253 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJrYhs,2025-11-05,Sun Kitchen Solaris 老孙尚食,"Restaurant, Meal Takeaway, Meal Delivery",1,80000,"20, Jalan Solaris 3, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,,,,60103683969.0,,60103683969.0,4.1,60.0,Unknown,CLOSED_TEMPORARILY,ChIJrYhsQr5JzDERjDY2p1D8mtQ,3.1748966,101.6592698,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (60 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJg1Jh,2025-11-05,KFC,"Restaurant, Meal Takeaway",1,100000,"Lot 488B-G-45, Midlands Park Centre, Jalan Burma, 10350 George Town, Pulau Pinang, Malaysia",10350 George Town,,10350.0,https://kfc.com.my/,,,6042170709.0,,6042170709.0,3.8,512.0,$$ (Moderate),OPERATIONAL,ChIJg1JhRQDDSjARw_b3YF-jUB4,5.433064099999999,100.3062675,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (512 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJR8eG,2025-11-05,Another Fried Chicken,"Meal Takeaway, Restaurant",1,80000,"Jln Kiara 3, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://bit.ly/friedchickenmk,,,601133288503.0,,601133288503.0,5.0,1.0,Unknown,OPERATIONAL,ChIJR8eGDmhJzDERdOOOqKIC0iw,3.1665751,101.6494006,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJIUTV,2025-11-05,Rocket Express @163 Retail Park,"Meal Takeaway, Restaurant",1,80000,"Unit #07A, 8, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.facebook.com/myrocketexpress,,,60364194925.0,,60364194925.0,4.3,248.0,Unknown,OPERATIONAL,ChIJIUTVdutJzDERCLWiPGjuQBs,3.1667786,101.6519262,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (248 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJv8D1,2025-11-05,Pizza Hut TTDI,"Meal Takeaway, Restaurant",1,100000,"Ground 45, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,http://www.pizzahut.com.my/,,,601300882525.0,,601300882525.0,3.8,925.0,$$ (Moderate),OPERATIONAL,ChIJv8D1bjpJzDER44IL59XEiTo,3.139024599999999,101.6280913,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (925 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJZWPY,2025-11-05,Starbucks,"Cafe, Store",1,100000,"19-1-2, Ground Floor, UOA Centre, 50450, Kuala Lumpur, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,,,,601127297498.0,,601127297498.0,4.1,330.0,$$ (Moderate),OPERATIONAL,ChIJZWPYmdQ3zDER-Zm4wzLv6U4,3.1526848,101.7119537,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (330 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJZyxx,2025-11-05,Jaslyn Cakes Mont Kiara,"Bakery, Store",1,100000,"Lot 1B New Wing, Lower Ground Floor, Mont' Kiara Shoplex, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.jaslyncakes.com/,,,60123182868.0,,60123182868.0,4.4,468.0,$$ (Moderate),OPERATIONAL,ChIJZyxxvARJzDERDP5MZDUJoLo,3.166616299999999,101.6527503,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (468 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJqZaH,2025-11-05,3433檳城麻芝penang muah chee,"Meal Takeaway, Restaurant",1,80000,"104 E, Jln Macalister, 10400 George Town, Pulau Pinang, Malaysia",10400 George Town,,10400.0,,,,60164634282.0,,60164634282.0,5.0,13.0,Unknown,OPERATIONAL,ChIJqZaHXETDSjARdvjNidi3h10,5.4155922,100.3258365,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (13 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
