Priority,Action,Suggested Approach,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
175,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJdUmE,2025-11-05,Kaka Fusion Cafe & Vibes,"Cafe, Meal Takeaway, Restaurant",2,400000,"215, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,60134149427.0,,60134149427.0,4.5,2170.0,$$$ (Expensive),OPERATIONAL,ChIJdUmE1i02zDERY8sPE5vcMFQ,3.1462986,101.7156434,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (2170 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
176,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJBSTS,2025-11-05,KFC,"Meal Takeaway, Restaurant",1,150000,"12 & 14, Ground Floor, Jalan 1/76d, Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,http://kfc.com.my/,,,60392867147.0,,60392867147.0,4.1,1364.0,$$ (Moderate),OPERATIONAL,ChIJBSTSDUw2zDERsgcSxLKljdQ,3.1469201,101.7372096,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1364 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
177,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJy37C,2025-11-05,Shama Suasana Johor Bahru,"Lodging, Restaurant",1,120000,"82C, Jalan Trus, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000.0,https://www.shama.com/johor-bahru,,,6072670148.0,,6072670148.0,4.2,1909.0,Unknown,OPERATIONAL,ChIJy37CnMQS2jER_L8lvX45owg,1.4633333,103.7616667,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (1909 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
178,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJkQfT,2025-11-05,SOULed OUT Ampang,"Restaurant, Cafe, Bar",2,200000,"G-12-AF, Ground Floor, The Linc, 360, Jln Tun Razak, Taman U Thant, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50400 Kuala Lumpur,Kuala Lumpur,50400.0,https://www.souledoutgroup.com.my/souled-out/ampang,,,60126557622.0,,60126557622.0,4.4,2567.0,$$ (Moderate),OPERATIONAL,ChIJkQfT7MU3zDERSW0gS09DB44,3.1598029,101.7207652,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (2567 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
179,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJK5LS,2025-11-05,Sedap Corner,Restaurant,2,200000,"No 11, Jalan Abdul Samad, Kampung Bahru, 80100 Johor Bahru, Johor Darul Ta'zim, Malaysia",80100 Johor Bahru,Johor,80100.0,http://www.sedapcorner.com.my/,,,601111377652.0,,601111377652.0,4.0,2893.0,$$ (Moderate),OPERATIONAL,ChIJK5LSm7ES2jER6ePeGWyM8iU,1.4633219,103.7447858,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (2893 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
180,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJuwjD,2025-11-05,Sushi King KSL City,Restaurant,1,150000,"LG49, 50 & 51, Lower Ground, KSL City, 33, Jalan Seladang, Taman Century, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://sushi-king.com/,,,6073313502.0,,6073313502.0,4.2,1524.0,$$ (Moderate),OPERATIONAL,ChIJuwjDFDBt2jERaGS8iM0Hdjs,1.4858456,103.762422,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (1524 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
181,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ0-DM,2025-11-05,Fat Fish 肥鱼,Restaurant,1,120000,"97, Jln Beringin, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.facebook.com/fatfishjb,,,6073309420.0,,6073309420.0,4.6,1097.0,Unknown,OPERATIONAL,ChIJ0-DMSTtt2jERX_MOeIcWkGw,1.4902129,103.7631832,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (1097 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
182,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ73SC,2025-11-05,Aliyaa,Restaurant,1,300000,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,https://www.aliyaakl.com/,,,60178833738.0,,60178833738.0,4.4,1336.0,$$$ (Expensive),OPERATIONAL,ChIJ73SCX1RIzDERTYDlfaVsoYA,3.1493406,101.6537734,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (1336 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
183,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJL9L8,2025-11-05,Souled Out • Bangsar South,"Meal Delivery, Bar, Meal Takeaway",1,150000,"G11-12, Ground Floor, Nexus, 7, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,https://www.souledoutgroup.com.my/souled-out/bangsar-south,,,60136131663.0,,60136131663.0,4.1,1991.0,$$ (Moderate),OPERATIONAL,ChIJL9L8yitKzDERtIASBAtKG7A,3.1097949,101.6662355,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1991 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
184,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ2-ni,2025-11-05,Warakuya Japanese Restaurant,Restaurant,1,150000,"43, Jalan Kuning 2, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400.0,https://www.facebook.com/Warakuya-Japanese-Restaurant-Johor-Bahru-201231549891803/,,,6073320789.0,,6073320789.0,4.0,1905.0,$$ (Moderate),OPERATIONAL,ChIJ2-niGy1t2jERLVOoqhOSm9I,1.4778502,103.7675247,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1905 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
185,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJWQjv,2025-11-05,Tasty Chapathi Jalan Ipoh,"Meal Takeaway, Restaurant",1,150000,"Viva Residency, Jalan Suppiah Pillay, Jalan Ipoh, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,https://tastychapathi.com/,,,60340432636.0,,60340432636.0,4.2,1906.0,$$ (Moderate),OPERATIONAL,ChIJWQjvkLdHzDERS-XXmb8h1XI,3.1776611,101.6854639,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (1906 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
186,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ3dsf,2025-11-05,"Woodfire Penang - Burgers, Ribs, Fries, Shakes","Meal Takeaway, Restaurant",2,160000,"20C, Jalan Bagan Jermal, 10250 George Town, Pulau Pinang, Malaysia",10250 George Town,,10250.0,https://linktr.ee/woodfire.penang,,,60174088084.0,,60174088084.0,4.7,2118.0,Unknown,OPERATIONAL,ChIJ3dsfJwDDSjARgane2eF6kus,5.4381586,100.3065025,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (2118 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
187,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJCa9s,2025-11-05,"TIP, The Ice-Cream Project","Bakery, Store",1,100000,"31, Jalan Dhoby, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000.0,https://theicecreamproject.store/,,,60133555632.0,,60133555632.0,4.4,507.0,$$ (Moderate),OPERATIONAL,ChIJCa9scOgS2jEReNVJwQDMjpM,1.4570887,103.7636712,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (507 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
188,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJtZOV,2025-11-05,Secret Recipe Ole-Ole Shah Alam,"Restaurant, Cafe",1,100000,"No. 7, Jalan Pinang A 18/A, Seksyen 18 Lot 1-3, Ole-Ole Shopping Centre, Section 18, 40200 Shah Alam, Selangor, Malaysia",40200 Shah Alam,Selangor,40200.0,http://www.secretrecipe.com.my/,,,60358851582.0,,60358851582.0,4.0,517.0,$$ (Moderate),OPERATIONAL,ChIJtZOVCK9SzDER1WjYOAMdKpo,3.0435946,101.517378,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (517 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
189,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJhxiQ,2025-11-05,Domino's Shah Alam Seksyen 23,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"65, Jalan Pelabur B 23/B, Seksyen 23, 40300 Shah Alam, Selangor, Malaysia",40300 Shah Alam,Selangor,40300.0,https://www.dominos.com.my/store/selangor-shah-alam-b-section-23-85065,,,601300888333.0,,601300888333.0,4.0,579.0,$$ (Moderate),OPERATIONAL,ChIJhxiQW1hNzDERc_FWxPnrZGY,3.046750799999999,101.5266349,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (579 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
190,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJmbVd,2025-11-05,NASI LEMAK CINTA SAYANG ❤️ (SHAH ALAM),Restaurant,2,200000,"2, Jalan Renang 13/26, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,,,,60138000803.0,,60138000803.0,3.7,2803.0,$$ (Moderate),OPERATIONAL,ChIJmbVdX5ZNzDERnfIf_mv4ubA,3.087734,101.544697,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.7/5 (2803 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
191,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJZxAs,2025-11-05,George & Dragon Cafe,"Cafe, Restaurant",1,200000,"No. 1 & 3, Jalan Glasiar, Taman Tasek, 80200 Johor Bahru, Johor Darul Ta'zim, Malaysia",80200 Johor Bahru,Johor,80200.0,https://letsumai.com/widget/george-and-dragon?fbclid=PAZXh0bgNhZW0CMTEAAaa0s-Ref19ZG1KsMzknrWHM8M-qbGFxHUCns_SjHpQX-HwCxVt-1gORLHA_aem_N2UxwWKVlU2LEuqTOKeKTQ&party_size=2&date=2024-08-15,,,6072323761.0,,6072323761.0,4.3,749.0,$$$ (Expensive),OPERATIONAL,ChIJZxAszady2jERUmJX5kHFSAc,1.4875693,103.7260182,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (749 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
192,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ__mv,2025-11-05,Wong Solo @Shah Alam,Restaurant,2,200000,"No. 8G & 10G, Jalan Plumbum P7/P, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://m.facebook.com/pages/Wong-Solo-Seksyen-7/153565574688118,,,60355232894.0,,60355232894.0,3.8,3053.0,$$ (Moderate),OPERATIONAL,ChIJ__mvcPpSzDERCOqxWxI_oqo,3.068649,101.4904894,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.8/5 (3053 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
193,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJsWBr,2025-11-05,Serambi Uda Cafe,Cafe,1,100000,"40, Jln Geroda 2/1, Larkin Jaya, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,,,,60129966706.0,,60129966706.0,4.0,616.0,$$ (Moderate),OPERATIONAL,ChIJsWBr4Lty2jERC9B_0GP7vxU,1.4944832,103.7400243,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (616 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
194,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJA7pi,2025-11-05,Khim Kuih Kopitiam (Hutton Lane Branch),"Meal Takeaway, Restaurant",1,80000,"122E, Jalan Hutton, George Town, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,,,,60175463045.0,,60175463045.0,4.9,926.0,Unknown,OPERATIONAL,ChIJA7piLU7DSjARpcN1jaoluls,5.4212623,100.3287374,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (926 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
195,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJK64g,2025-11-05,Shobana's Kitchen,Restaurant,1,100000,"20D, Lebuh Penang, George Town, 10200 George Town, Pulau Pinang, Malaysia",10200 George Town,Penang,10200.0,,,,601172342613.0,,601172342613.0,4.2,695.0,$$ (Moderate),OPERATIONAL,ChIJK64gsLNLzDERUZGMFrJMsBU,5.419363299999999,100.3414998,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (695 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
196,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJj859,2025-11-05,Loaf Adam Patisserie,"Bakery, Store",1,80000,"30 2, 2, Jalan Garuda, Larkin Jaya, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,https://instagram.com/loafadam.patisserie?igshid=OGQ5ZDc2ODk2ZA==,,,60183730400.0,,60183730400.0,4.0,824.0,Unknown,OPERATIONAL,ChIJj859oZJx2jERuJRFMT3drko,1.494338,103.7400716,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (824 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
197,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJb73L,2025-11-05,KFC,"Meal Takeaway, Restaurant",1,100000,"Unit B 11, 3.07 Second Floor, Komtar, 10000 George Town, Pulau Pinang, Malaysia",10000 George Town,,10000.0,https://kfc.com.my/,,,6042261745.0,,6042261745.0,4.1,964.0,$$ (Moderate),OPERATIONAL,ChIJb73Lm5bDSjARe0Pcp5t4YFA,5.4144237,100.3299082,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (964 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
198,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJtYlx,2025-11-05,Ming Xiang Tai Pastry Shop,"Bakery, Store",1,100000,"133, Jalan Burma, George Town, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,,,,6042279880.0,,6042279880.0,4.3,501.0,$$ (Moderate),OPERATIONAL,ChIJtYlx2ZfDSjARW1Dt832kwBA,5.4187156,100.3275983,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (501 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
199,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJBe21,2025-11-05,"Foodsbury Shah Alam, Selangor (The BEST fusion & local food in Shah Alam)",Restaurant,1,150000,"24, Jalan Tengku Ampuan Zabedah A 9/A, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,https://www.facebook.com/Foodsbury/,,,60355235213.0,,60355235213.0,3.8,1338.0,$$ (Moderate),OPERATIONAL,ChIJBe21rIdNzDERB0JKREbgyx4,3.0823221,101.5275039,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1338 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
200,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJdxGh,2025-11-05,Nely's Passion Heart,"Cafe, Bakery, Store",1,100000,"23, Jalan A.S. Mansoor, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,https://www.facebook.com/passionheartcafe,,,60164431336.0,,60164431336.0,4.7,510.0,$$ (Moderate),OPERATIONAL,ChIJdxGhnJDDSjARmP0inzPj5IY,5.4214197,100.3300484,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (510 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
201,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJeeN8,2025-11-05,Mews Cafe,Cafe,1,100000,"77, Lebuh Muntri, George Town, 10200 George Town, Pulau Pinang, Malaysia",10200 George Town,,10200.0,https://www.georgetownheritage.com/mews-cafe-page/,,,6042636125.0,,6042636125.0,4.4,598.0,$$ (Moderate),OPERATIONAL,ChIJeeN8e5DDSjARzzxphrTvz8Q,5.419933800000002,100.3351201,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (598 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
202,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJlUf0,2025-11-05,KFC Seri Gelam DT,"Restaurant, Meal Takeaway",1,150000,"PTB 23183, Mukim, Jalan Sungai Chat, Sri Gelam, 80100 Johor Bahru, Johor, Malaysia",80100 Johor Bahru,Johor,23183.0,https://kfc.com.my/,,,6072213821.0,,6072213821.0,3.9,1965.0,$$ (Moderate),OPERATIONAL,ChIJlUf0_7wS2jERaPJluHnubCk,1.4607725,103.7432988,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (1965 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
203,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ6_gV,2025-11-05,Hot Pindang Kitchen,Restaurant,1,100000,"No. 13, Jalan Cheong Sam 10/11, Seksyen 10, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://fb.me/hotpindang,,,60355231259.0,,60355231259.0,4.1,707.0,$$ (Moderate),OPERATIONAL,ChIJ6_gVYodNzDERXecmS1fUiDU,3.0812416,101.5249298,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (707 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
204,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ12N1,2025-11-05,KFC,"Restaurant, Meal Takeaway",1,100000,"Lot L1.28a & L1.29, Plaza Angsana, Skudai Hwy, Pusat Bandar Tampoi, 81200 Johor Bahru, Johor, Malaysia",81200 Johor Bahru,Johor,81200.0,https://kfc.com.my/,,,6072317238.0,,6072317238.0,4.6,674.0,$$ (Moderate),OPERATIONAL,ChIJ12N1dcBy2jERFpd0fPJEN0Q,1.495057,103.7054656,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (674 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
205,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJz7Ym,2025-11-05,Pak Mal Nasi Ayam,Restaurant,1,150000,"Level 1, 2, Jalan Selendang 10/10, Seksyen 10, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,http://www.facebook.com/restoranPakMal,,,60196689669.0,,60196689669.0,3.9,1158.0,$$ (Moderate),OPERATIONAL,ChIJz7Ymp3hSzDERcoJPwD1nAjo,3.0807337,101.5248007,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (1158 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
206,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJg2rv,2025-11-05,Ghee Hiang Beach St.,"Bakery, Store",1,80000,"95, Beach St, Georgetown, 10300 George Town, Penang, Malaysia",10300 George Town,Penang,10300.0,https://www.ghee-hiang.com/,,,6042620635.0,,6042620635.0,4.7,543.0,Unknown,OPERATIONAL,ChIJg2rvDI7DSjARZZ5wG5-byDg,5.4155871,100.3400086,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (543 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
207,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJIeq4,2025-11-05,Sang Gerai Beletime Halal Restaurant,"Cafe, Meal Takeaway, Meal Delivery",1,100000,"G-68, 01-01, Shopping Mall Ground Floor Bay Point, Persiaran Danga Perdana Country Garden, Danga Bay, 80200 Johor Bahru, Johor Darul Ta'zim, Malaysia",80200 Johor Bahru,Johor,80200.0,,,,60197357556.0,,60197357556.0,4.6,630.0,$$ (Moderate),OPERATIONAL,ChIJIeq4k8kT2jER5L8xRlHZNG4,1.4645981,103.7284563,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (630 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
208,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ8Rxj,2025-11-05,Continental Bakery,"Bakery, Store",1,100000,"33, Jalan Nagor, George Town, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,https://m.facebook.com/pages/Continental-Bakery/100128603403936,,,6042283814.0,,6042283814.0,4.4,734.0,$$ (Moderate),OPERATIONAL,ChIJ8Rxjt6LDSjARjkDK-2V-6dk,5.421066199999999,100.3262574,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (734 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
209,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJYyue,2025-11-05,Bread History (Gurney Plaza),"Bakery, Store",1,100000,"170-B1-35, Gurney Plaza, Persiaran Gurney, 10250 George Town, Pulau Pinang, Malaysia",10250 George Town,,10250.0,http://www.breadhistory.com.my/,,,6043750070.0,,6043750070.0,4.9,835.0,$$ (Moderate),OPERATIONAL,ChIJYyue8gPDSjARpzdskJSVqfQ,5.4379831,100.309516,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (835 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
210,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ15AZ,2025-11-05,Sand Wish,"Meal Takeaway, Restaurant",1,80000,"26, Jalan Pangkor, Pulau Tikus, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,https://sandwish.my/,,,60165972170.0,,60165972170.0,4.8,869.0,Unknown,OPERATIONAL,ChIJ15AZ6WTDSjARp2yp0iTQ74w,5.4249261,100.3170148,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (869 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
211,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJsSNK,2025-11-05,Zalynz Cafe,"Cafe, Bakery, Store",1,100000,"10, Jalan Cendana 3/13b, Seksyen 3, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://facebook.com/zalynzoven,,,60149104337.0,,60149104337.0,4.5,526.0,$$ (Moderate),OPERATIONAL,ChIJsSNK621TzDERkepEx33XOgM,3.0763132,101.5090588,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (526 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
212,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJHT0b,2025-11-05,My Own Cafe,Cafe,1,50000,"2, Lbh Cannon, George Town, 10200 George Town, Pulau Pinang, Malaysia",10200 George Town,,10200.0,http://facebook.com/myowncafe,,,60164851050.0,,60164851050.0,4.7,581.0,$ (Budget),OPERATIONAL,ChIJHT0bipHDSjARctdOTeh_8uc,5.415175999999999,100.336781,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (581 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
213,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJe31X,2025-11-05,Khulafa Bistro,Restaurant,2,200000,"41, Jalan Kristal L7/L, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://eatsjust.com/restaurant/7f8fb99a-8f86-4cab-90a2-fc7eee47f648,,,60355102293.0,,60355102293.0,3.9,2036.0,$$ (Moderate),OPERATIONAL,ChIJe31XVP9SzDER518B7AS0lgc,3.0750455,101.4847477,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.9/5 (2036 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
214,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ6YOb,2025-11-05,Sushi King 1st Avenue,Restaurant,1,100000,"1st Avenue, Lot LG-71, Lower Ground Floor, 1st Avenue Mall, 182, Jalan Magazine, 10300 George Town, Penang, Malaysia",10300 George Town,Penang,10300.0,https://sushi-king.com/,,,6042622120.0,,6042622120.0,4.4,855.0,$$ (Moderate),OPERATIONAL,ChIJ6YObXJTDSjARAI1BLe9bXQo,5.4135507,100.3314361,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (855 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
215,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJuWSa,2025-11-05,Banafee Village,Restaurant,2,200000,"9022, Jalan Dato Abdullah Tahir, Taman Abad, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",80300 Johor Bahru,Johor,80300.0,https://www.facebook.com/banafeevillage,,,6073333377.0,,6073333377.0,3.8,3693.0,$$ (Moderate),OPERATIONAL,ChIJuWSaBDNt2jERzyJH1hdcjc0,1.4791819,103.7589653,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.8/5 (3693 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
216,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJv0Wc,2025-11-05,Arashi Shabu-Shabu KSL City,Restaurant,1,80000,"Lot L1-01, Level 1, KSL City, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://arashi.my/,,,6073359188.0,,6073359188.0,4.7,695.0,Unknown,OPERATIONAL,ChIJv0WcJjJt2jEROSY6t2JN31M,1.4862859,103.7626945,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (695 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
217,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJn-mc,2025-11-05,Mum's Nyonya Cuisine,Restaurant,1,100000,"31-D, Lorong Abu Siti, George Town, 10400 George Town, Pulau Pinang, Malaysia",10400 George Town,,10400.0,http://www.facebook.com/mumsnyonyacuisine,,,60126691318.0,,60126691318.0,4.1,689.0,$$ (Moderate),OPERATIONAL,ChIJn-mc_LzDSjARN17_sxOMyDM,5.4187512,100.3242594,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (689 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
